ref_id,TC_1,TC_2,TC_3
CoV|P0C6X7.230.BC1,29595,32128,39835
CoV|P0C6X7.231.BC1,7610,7218,4202
CoV|P0C6X7.232.BC1,22842,10698,30488
CoV|P0C6X7.233.BC1,36968,38804,47177
CoV|P0C6X7.234.BC1,21715,27593,23816
CoV|P0C6X7.235.BC1,35648,31355,35553
CoV|P0C6X7.236.BC1,16063,17451,16405
CoV|P0C6X7.237.BC1,15195,16215,17537
CoV|P0C6X7.238.BC1,13383,15336,16824
CoV|P0C6X7.239.BC1,8484,11560,11393
CoV|P0C6X7.240.BC1,16719,12551,14308
CoV|P0C6X7.241.BC1,13236,10125,15047
CoV|P0C6X7.242.BC1,42953,34061,55008
CoV|P0C6X7.243.BC1,23048,18730,20274
CoV|P0C6X7.244.BC1,23492,24616,25174
CoV|P0C6X7.245.BC1,24871,29235,22683
CoV|P0C6X7.246.BC1,15045,16929,18174
CoV|P0C6X7.247.BC1,10842,12221,15442
CoV|P0C6X7.248.BC1,10727,15614,15798
CoV|P0C6X7.249.BC1,5274,5437,5348
CoV|P0C6X7.250.BC1,48779,42483,42873
CoV|Q3I5I5.0.BC1,16043,14044,8768
CoV|Q3I5I5.1.BC1,8000,13109,14207
CoV|Q3I5J0.0.BC1,21515,20839,33029
CoV|Q3I5J0.1.BC1,32870,43029,45379
CoV|Q3I5J0.2.BC1,19088,16770,17999
CoV|Q3I5J0.3.BC1,17574,13410,21142
CoV|P59635.0.BC1,16958,25947,26737
CoV|P59635.2.BC1,29437,31856,34351
CoV|P59635.3.BC1,22065,17111,17370
CoV|Q3LZX5.0.BC1,7642,7935,9858
CoV|Q3LZX5.1.BC1,16070,15677,18198
CoV|Q3LZX5.2.BC1,13389,11965,14398
CoV|Q3LZX5.3.BC1,22374,38941,29826
CoV|Q7TLC7.0.BC1,10521,11401,12972
CoV|Q7TLC7.1.BC1,14963,11287,14894
CoV|Q3LZX1.0.BC1,12450,13618,14527
CoV|Q3LZX1.1.BC1,19413,20436,20144
CoV|Q3LZX1.2.BC1,8514,9793,9094
CoV|Q3LZX1.3.BC1,7291,4868,9769
CoV|Q3LZX1.4.BC1,3533,7386,7786
CoV|Q3LZX1.5.BC1,12082,11415,11930
CoV|Q3LZX1.6.BC1,22043,14567,16058
CoV|Q3LZX1.7.BC1,14161,20396,24309
CoV|Q3LZX1.8.BC1,9381,8945,10824
CoV|Q3LZX1.9.BC1,15402,17605,15780
CoV|Q3LZX1.10.BC1,34489,35806,47031
CoV|Q3LZX1.14.BC1,15286,17265,12345
CoV|Q3LZX1.15.BC1,33350,36692,37594
CoV|Q3LZX1.16.BC1,15250,18234,18746
CoV|Q3LZX1.17.BC1,2759,2742,4313
CoV|Q3LZX1.18.BC1,23987,32363,29601
CoV|Q3LZX1.19.BC1,23400,22695,22675
CoV|Q3LZX1.20.BC1,25870,25416,21801
CoV|Q3LZX1.21.BC1,40587,47179,49475
CoV|Q3LZX1.22.BC1,32425,32932,26325
CoV|Q3LZX1.23.BC1,22396,23330,20628
CoV|Q3LZX1.24.BC1,7476,16330,12036
CoV|Q3LZX1.25.BC1,35320,24889,30611
CoV|Q3LZX1.26.BC1,7696,7881,5047
CoV|Q3LZX1.27.BC1,15233,13220,18216
CoV|Q3LZX1.28.BC1,29944,34580,34358
CoV|Q3LZX1.29.BC1,27424,30243,26746
CoV|Q3LZX1.30.BC1,10691,12712,8590
CoV|Q3LZX1.31.BC1,16422,19365,19690
CoV|Q3LZX1.32.BC1,5641,7515,5827
CoV|Q3LZX1.33.BC1,8922,7803,9378
CoV|Q3LZX1.34.BC1,3384,3639,7204
CoV|Q3LZX1.35.BC1,15523,13719,9796
CoV|Q3LZX1.36.BC1,10640,11385,10748
CoV|Q3LZX1.37.BC1,20840,13171,18560
CoV|Q3LZX1.38.BC1,20178,19416,27223
CoV|Q3LZX1.39.BC1,19665,18943,24495
CoV|Q3LZX1.40.BC1,13528,14503,20126
CoV|Q3LZX1.41.BC1,22413,21813,34183
CoV|Q3LZX1.42.BC1,21534,22490,28922
CoV|P0C5A6.0.BC1,14534,14667,15487
CoV|P0C5A6.1.BC1,15534,15363,18170
CoV|P0C5A6.2.BC1,35067,27749,34126
CoV|P59596.0.BC1,32066,29964,28631
CoV|P59596.3.BC1,15642,23725,22209
CoV|P59596.4.BC1,8754,7403,22529
CoV|P59596.6.BC1,38994,33207,38052
CoV|P0C6W6.155.BC1,54994,46615,59546
CoV|P0C6W6.156.BC1,15021,24467,16520
CoV|P0C6W6.157.BC1,25845,18619,25290
CoV|P0C6W6.158.BC1,26919,22582,31866
CoV|P0C6W6.159.BC1,22484,27834,26508
CoV|P0C6W6.160.BC1,4541,4500,4360
CoV|P0C6W6.161.BC1,12130,15621,17813
CoV|P0C6W6.162.BC1,25354,23523,33244
CoV|P0C6W6.163.BC1,22638,16698,22349
CoV|P0C6W6.164.BC1,17254,23990,19790
CoV|P0C6W6.165.BC1,26967,25259,30025
CoV|P0C6W6.166.BC1,17245,15293,13313
CoV|P0C6W6.167.BC1,14888,18285,17424
CoV|P0C6W6.168.BC1,26465,22644,28948
CoV|P0C6W6.169.BC1,12612,13820,12892
CoV|P0C6W6.170.BC1,13795,20016,20052
CoV|P0C6W6.171.BC1,18392,27671,27890
CoV|P0C6W6.172.BC1,4606,11010,7702
CoV|P0C6W6.173.BC1,33664,31139,38259
CoV|P0C6W6.174.BC1,18075,16784,21118
CoV|P0C6W6.175.BC1,12700,10920,18209
CoV|P0C6W6.176.BC1,18599,14948,17413
CoV|P0C6W6.177.BC1,42528,41175,43249
CoV|P0C6W6.178.BC1,7990,9567,6661
CoV|P0C6W6.179.BC1,13646,10287,9872
CoV|P0C6W6.180.BC1,87806,72279,66091
CoV|P0C6W6.181.BC1,18021,15758,19782
CoV|P0C6W6.182.BC1,11902,8847,10843
CoV|P0C6W6.183.BC1,16970,24687,22226
CoV|P0C6W6.184.BC1,25661,23873,25502
CoV|P0C6W6.185.BC1,49089,46548,46924
CoV|P0C6W6.186.BC1,12201,13321,9646
CoV|P0C6W6.187.BC1,8390,9798,14739
CoV|P0C6W6.188.BC1,25041,26495,29405
CoV|P0C6W6.189.BC1,25343,27244,28112
CoV|P0C6W6.190.BC1,23047,25573,24424
CoV|P0C6W6.191.BC1,30854,33072,23130
CoV|P0C6W6.192.BC1,19631,24671,25951
CoV|P0C6W6.193.BC1,19591,14572,20989
CoV|P0C6W6.194.BC1,27767,30998,33409
CoV|P0C6W6.195.BC1,10334,12434,20472
CoV|P0C6W6.196.BC1,23275,21612,17312
CoV|P0C6W6.197.BC1,11647,18994,13491
CoV|P0C6W6.198.BC1,18890,18270,16146
CoV|P0C6W6.199.BC1,16928,19956,15615
CoV|P0C6W6.200.BC1,40272,40399,49923
CoV|P0C6W6.201.BC1,23125,21439,22158
CoV|P0C6W6.202.BC1,31638,34992,39211
CoV|P0C6W6.203.BC1,48447,42126,44087
CoV|P0C6W6.204.BC1,32279,22853,46027
CoV|P0C6W6.205.BC1,28019,33111,36303
CoV|P0C6W6.206.BC1,22915,16953,17565
CoV|P0C6W6.207.BC1,33131,33101,31657
CoV|P0C6W6.208.BC1,12017,12604,14422
CoV|P0C6W6.209.BC1,24581,16968,20374
CoV|P0C6W6.210.BC1,22318,27034,26438
CoV|P0C6W6.211.BC1,16794,17988,15295
CoV|P0C6W6.212.BC1,14721,15374,20090
CoV|P0C6W6.213.BC1,10693,15809,14257
CoV|P0C6W6.214.BC1,24533,23819,26954
CoV|P0C6W6.215.BC1,25154,26714,23656
CoV|P0C6W6.216.BC1,10005,14009,11967
CoV|P0C6W6.217.BC1,11700,13436,17352
CoV|P0C6W6.218.BC1,33369,39595,24174
CoV|P0C6W6.219.BC1,32293,32729,42962
CoV|P0C6W6.220.BC1,19221,19778,26094
CoV|P0C6W6.221.BC1,32590,28673,39355
CoV|P0C6W6.222.BC1,25472,27160,33482
CoV|P0C6W6.223.BC1,16952,18864,27604
CoV|P0C6W6.224.BC1,37710,39127,39938
CoV|P0C6W6.225.BC1,22799,27186,30326
CoV|P0C6W6.226.BC1,44102,36209,43014
CoV|P0C6W6.227.BC1,13051,15331,18133
CoV|P0C6W6.228.BC1,5194,7625,7317
CoV|P0C6W6.229.BC1,24463,25407,25734
CoV|P0C6W6.230.BC1,33546,30728,39432
CoV|P0C6W6.231.BC1,35591,29030,29818
CoV|P0C6W6.232.BC1,25928,27427,33121
CoV|P0C6W6.233.BC1,49183,48490,47301
CoV|P0C6W6.234.BC1,12757,17283,13517
CoV|P0C6W6.235.BC1,34722,34542,37685
CoV|P0C6W6.236.BC1,4101,3401,6109
CoV|P0C6W6.237.BC1,4067,4188,7591
CoV|P0C6W6.238.BC1,24637,33273,23524
CoV|P0C6W6.239.BC1,8485,12562,8483
CoV|P0C6W6.240.BC1,6543,11042,15183
CoV|P0C6W6.241.BC1,13089,14712,10754
CoV|P0C6W6.242.BC1,8831,6593,7754
CoV|P0C6W6.243.BC1,15314,19020,15278
CoV|P0C6W6.244.BC1,49920,48358,40675
CoV|P0C6W6.245.BC1,24517,20915,26577
CoV|P0C6W6.246.BC1,15018,18337,20243
CoV|P0C6W6.247.BC1,11873,15218,16881
CoV|P0C6W6.248.BC1,9568,7557,9434
CoV|P0C6W6.249.BC1,25234,21468,18276
CoV|P0C6W6.250.BC1,22540,28413,30360
CoV|Q0Q475.0.BC1,14433,13799,17995
CoV|Q0Q475.1.BC1,20462,13808,20242
CoV|Q0Q475.2.BC1,17949,10850,22388
CoV|Q0Q475.3.BC1,6519,7070,5003
CoV|Q0Q475.4.BC1,5078,5503,7026
CoV|Q0Q475.5.BC1,21766,21697,27423
CoV|Q0Q475.6.BC1,28167,23917,32683
CoV|Q0Q475.7.BC1,20471,21397,22066
CoV|Q0Q475.8.BC1,8191,10792,9133
CoV|Q0Q475.9.BC1,8009,10353,13409
CoV|Q0Q475.10.BC1,26379,28790,23156
CoV|Q0Q475.11.BC1,13538,10384,15642
CoV|Q0Q475.14.BC1,25343,27907,24719
CoV|Q0Q475.15.BC1,54254,54001,61654
CoV|Q0Q475.16.BC1,9316,8882,10448
CoV|Q0Q475.17.BC1,12064,10592,13317
CoV|Q0Q475.18.BC1,17878,25208,23747
CoV|Q0Q475.20.BC1,25438,21738,27307
CoV|Q0Q475.21.BC1,75274,66319,80796
CoV|Q0Q475.22.BC1,42545,48942,41699
CoV|Q0Q475.23.BC1,28363,27184,25445
CoV|Q0Q475.24.BC1,12284,7844,15838
CoV|Q0Q475.25.BC1,24832,21820,27917
CoV|Q0Q475.26.BC1,16496,12165,13786
CoV|Q0Q475.31.BC1,25463,21024,27242
CoV|Q0Q475.32.BC1,12822,9733,7823
CoV|Q0Q475.38.BC1,11724,15258,18426
CoV|Q0Q475.39.BC1,25013,19328,27661
CoV|P59594.0.BC1,22322,23862,42384
CoV|P59594.1.BC1,4629,7104,6845
CoV|P59594.2.BC1,15878,20064,17517
CoV|P59594.3.BC1,14645,14152,18789
CoV|P59594.4.BC1,8941,13091,11108
CoV|P59594.5.BC1,11229,16911,14846
CoV|P59594.6.BC1,14081,15766,14691
CoV|P59594.7.BC1,16116,20451,18036
CoV|P59594.8.BC1,17966,20927,22914
CoV|P59594.9.BC1,15650,11799,17042
CoV|P59594.10.BC1,42227,38076,53130
CoV|P59594.11.BC1,14894,14062,17172
CoV|P59594.12.BC1,11423,14351,12991
CoV|P59594.13.BC1,47185,39968,43746
CoV|P59594.14.BC1,25644,21241,21098
CoV|P59594.15.BC1,23501,29998,24805
CoV|P59594.16.BC1,16198,12012,12531
CoV|P59594.17.BC1,6029,5837,8006
CoV|P59594.18.BC1,28207,29368,33076
CoV|P59594.19.BC1,34905,30595,37678
CoV|P59594.20.BC1,24535,18671,28470
CoV|P59594.21.BC1,51234,42173,52270
CoV|P59594.22.BC1,35094,35130,35322
CoV|P59594.23.BC1,14861,14374,13195
CoV|P59594.24.BC1,20153,12408,16885
CoV|P59594.25.BC1,27769,20399,25309
CoV|P59594.26.BC1,10006,7310,9814
CoV|P59594.27.BC1,21973,22537,25965
CoV|P59594.28.BC1,16490,24070,21292
CoV|P59594.29.BC1,36228,37991,36053
CoV|P59594.30.BC1,20124,22617,19546
CoV|P59594.31.BC1,10427,10190,10645
CoV|P59594.32.BC1,5795,5481,10589
CoV|P59594.33.BC1,11081,11093,8483
CoV|P59594.34.BC1,8562,785,4317
CoV|P59594.35.BC1,42640,41515,39929
CoV|P59594.36.BC1,19960,28637,15245
CoV|P59594.37.BC1,7926,9384,9614
CoV|P59594.38.BC1,4860,9567,9370
CoV|P59594.39.BC1,5764,7038,6016
CoV|P59594.40.BC1,17739,18993,18770
CoV|P59594.41.BC1,10578,11236,15431
CoV|P59594.42.BC1,39410,47448,47208
CoV|Q0Q472.0.BC1,21773,21950,18433
CoV|Q0Q472.3.BC1,16330,19511,28615
CoV|Q0Q472.4.BC1,9954,16213,17790
CoV|Q0Q472.5.BC1,15361,19340,22845
CoV|Q0Q472.6.BC1,26744,20960,26732
CoV|Q3LZX9.0.BC1,21940,27520,32300
CoV|H9EJ44.0.BC1,22470,17781,29440
CoV|H9EJ44.1.BC1,14193,16955,14466
CoV|H9EJ44.2.BC1,2149,797,2472
CoV|H9EJ44.3.BC1,5465,5484,8850
CoV|H9EJ44.4.BC1,11111,11329,12184
CoV|H9EJ44.5.BC1,21078,21200,22183
CoV|H9EJ44.6.BC1,9813,7166,10232
CoV|H9EJ44.7.BC1,34398,23629,31452
CoV|H9EJ44.8.BC1,37745,54034,52676
CoV|H9EJ44.9.BC1,20087,18641,20678
CoV|H9EJ44.10.BC1,16300,18159,20432
CoV|H9EJ44.11.BC1,7437,1680,6997
CoV|H9EJ44.12.BC1,8881,10239,10332
CoV|H9EJ44.13.BC1,6740,9262,7284
CoV|H9EJ44.14.BC1,1657,589,1640
CoV|H9EJ44.15.BC1,37809,27958,31854
CoV|H9EJ44.16.BC1,25675,30869,31290
CoV|H9EJ44.17.BC1,22221,21495,24272
CoV|H9EJ44.18.BC1,3347,3211,3346
CoV|H9EJ44.19.BC1,15187,19807,20426
CoV|H9EJ44.20.BC1,7123,7197,9244
CoV|H9EJ44.21.BC1,21451,24078,16823
CoV|H9EJ44.22.BC1,11707,8736,11500
CoV|H9EJ44.23.BC1,21440,24530,24804
CoV|H9EJ44.24.BC1,8955,6268,6993
CoV|H9EJ44.25.BC1,41018,34614,36257
CoV|H9EJ44.26.BC1,12351,11041,17992
CoV|H9EJ44.27.BC1,13124,14360,16222
CoV|H9EJ44.28.BC1,34991,31518,43908
CoV|H9EJ44.29.BC1,57356,54643,55222
CoV|H9EJ44.30.BC1,36192,44063,44286
CoV|H9EJ44.31.BC1,31360,32559,38500
CoV|H9EJ44.32.BC1,29183,33993,38219
CoV|H9EJ44.33.BC1,10591,12811,14333
CoV|H9EJ44.34.BC1,23675,24526,24506
CoV|H9EJ44.35.BC1,5073,3907,3009
CoV|H9EJ44.36.BC1,20984,24598,22407
CoV|H9EJ44.37.BC1,22960,30136,30289
CoV|H9EJ44.38.BC1,28604,39246,29838
CoV|H9EJ44.39.BC1,13763,10084,15187
CoV|H9EJ44.40.BC1,7095,6520,9396
CoV|H9EJ44.41.BC1,13341,15983,19904
CoV|H9EJ44.42.BC1,10480,10975,14932
CoV|H9EJ44.43.BC1,30166,38827,32650
CoV|H9EJ44.44.BC1,7516,6947,5452
CoV|H9EJ44.45.BC1,17520,12755,20592
CoV|H9EJ44.46.BC1,24974,34232,34292
CoV|H9EJ44.47.BC1,35433,30823,39888
CoV|P15423.0.BC2,9653,8245,10199
CoV|P15423.1.BC2,12722,14210,21745
CoV|P15423.2.BC2,16731,23306,21712
CoV|P15423.3.BC2,12432,10570,8168
CoV|P15423.4.BC2,16959,20228,22453
CoV|P15423.5.BC2,9220,10567,14794
CoV|P15423.6.BC2,5267,4828,4927
CoV|P15423.7.BC2,8634,9870,11979
CoV|P15423.8.BC2,14110,16279,17133
CoV|P15423.9.BC2,15352,17329,20760
CoV|P15423.10.BC2,6692,6917,8927
CoV|P15423.11.BC2,12704,11035,16645
CoV|P15423.12.BC2,16586,15290,17331
CoV|P15423.13.BC2,10813,14347,14569
CoV|P15423.14.BC2,11499,13888,11711
CoV|P15423.15.BC2,33242,26347,25589
CoV|P15423.16.BC2,39980,32097,44568
CoV|P15423.17.BC2,19767,17761,25221
CoV|P15423.18.BC2,18197,19763,19205
CoV|P15423.19.BC2,20417,21506,22901
CoV|P15423.20.BC2,12391,16589,17580
CoV|P15423.21.BC2,17346,25805,24560
CoV|P15423.22.BC2,13623,10866,14261
CoV|P15423.23.BC2,33378,28087,29214
CoV|P15423.24.BC2,36989,32785,66212
CoV|P15423.25.BC2,32635,34525,44663
CoV|P15423.26.BC2,17856,17868,22256
CoV|P15423.27.BC2,26265,19021,21176
CoV|P15423.28.BC2,9386,12212,12829
CoV|P15423.29.BC2,7014,10271,8169
CoV|P15423.30.BC2,15525,11842,8348
CoV|P15423.31.BC2,26620,22206,26647
CoV|P15423.32.BC2,15017,13982,15184
CoV|P15423.33.BC2,7925,6716,11307
CoV|P15423.34.BC2,21900,30317,26636
CoV|P15423.35.BC2,24812,23373,33931
CoV|P15423.36.BC2,27359,31811,25035
CoV|P15423.37.BC2,14725,14444,16853
CoV|P15423.38.BC2,4946,5221,8403
CoV|P15423.39.BC2,35726,56367,58161
CoV|P15423.40.BC2,37278,27602,41013
CoV|P19740.0.BC2,27113,27363,33608
CoV|P19740.1.BC2,27160,29276,26991
CoV|P19740.2.BC2,8659,11180,14357
CoV|P15130.0.BC2,20687,20606,13916
CoV|P15130.1.BC2,15455,18132,18799
CoV|P15130.2.BC2,17253,16213,16036
CoV|P15130.3.BC2,18746,23342,31161
CoV|P15130.4.BC2,21172,25267,24252
CoV|P15130.5.BC2,14274,13970,18680
CoV|P15130.6.BC2,22957,32964,35579
CoV|P15130.7.BC2,28140,29939,30540
CoV|P15130.8.BC2,52927,51417,67235
CoV|P15130.9.BC2,46179,30755,40493
CoV|P15130.10.BC2,18642,21269,25570
CoV|P15130.11.BC2,6356,5677,8197
CoV|P15130.12.BC2,4629,3809,5686
CoV|P0C6U2.0.BC2,38762,43018,45590
CoV|P0C6U2.1.BC2,14592,13054,14445
CoV|P0C6U2.2.BC2,4572,4187,4180
CoV|P0C6U2.3.BC2,10816,10027,15501
CoV|P0C6U2.4.BC2,19629,21116,26358
CoV|P0C6U2.5.BC2,29320,29269,27174
CoV|P0C6U2.6.BC2,12902,15522,15937
CoV|P0C6U2.7.BC2,15327,13510,17036
CoV|P0C6U2.8.BC2,21693,18790,20193
CoV|P0C6U2.9.BC2,14771,15667,16423
CoV|P0C6U2.10.BC2,19540,10892,19782
CoV|P0C6U2.11.BC2,22488,22834,28444
CoV|P0C6U2.12.BC2,31719,34937,32358
CoV|P0C6U2.13.BC2,27347,26347,28231
CoV|P0C6U2.14.BC2,30613,26606,28362
CoV|P0C6U2.15.BC2,12975,14084,14545
CoV|P0C6U2.16.BC2,20557,27536,20311
CoV|P0C6U2.17.BC2,18030,18900,16631
CoV|P0C6U2.18.BC2,33771,45522,33301
CoV|P0C6U2.19.BC2,16126,18589,17150
CoV|P0C6U2.20.BC2,21696,18595,19077
CoV|P0C6U2.21.BC2,6243,5866,6107
CoV|P0C6U2.22.BC2,22425,22589,24181
CoV|P0C6U2.23.BC2,31833,36307,37543
CoV|P0C6U2.24.BC2,40280,36748,32758
CoV|P0C6U2.25.BC2,34244,46445,41005
CoV|P0C6U2.26.BC2,8338,13137,14570
CoV|P0C6U2.27.BC2,16121,16057,19289
CoV|P0C6U2.28.BC2,19908,25199,21676
CoV|P0C6U2.29.BC2,40711,42254,43753
CoV|P0C6U2.30.BC2,25462,32038,33246
CoV|P0C6U2.31.BC2,33447,29983,35986
CoV|P0C6U2.32.BC2,19613,21642,21236
CoV|P0C6U2.33.BC2,25375,29995,25407
CoV|P0C6U2.34.BC2,29978,23475,18721
CoV|P0C6U2.35.BC2,40569,51039,56956
CoV|P0C6U2.36.BC2,27535,27001,22691
CoV|P0C6U2.37.BC2,5961,7062,7557
CoV|P0C6U2.38.BC2,17601,26495,25329
CoV|P0C6U2.39.BC2,7331,9545,8544
CoV|P0C6U2.40.BC2,8892,12779,10621
CoV|P0C6U2.41.BC2,34451,22107,32542
CoV|P0C6U2.42.BC2,34821,29242,31634
CoV|P0C6U2.43.BC2,19954,12808,21355
CoV|P0C6U2.44.BC2,15486,19240,26680
CoV|P0C6U2.45.BC2,52815,56877,54471
CoV|P0C6U2.46.BC2,9730,12459,11150
CoV|P0C6U2.47.BC2,22494,25349,20331
CoV|P0C6U2.48.BC2,41688,38314,40518
CoV|P0C6U2.49.BC2,5292,6156,9839
CoV|P0C6U2.50.BC2,9415,11814,13030
CoV|P0C6U2.51.BC2,19998,13352,16813
CoV|P0C6U2.52.BC2,32641,26542,38812
CoV|P0C6U2.53.BC2,11226,15753,18783
CoV|P0C6U2.54.BC2,7367,6322,6906
CoV|P0C6U2.55.BC2,23334,15400,23275
CoV|P0C6U2.56.BC2,7090,9034,11709
CoV|P0C6U2.57.BC2,50830,48704,48152
CoV|P0C6U2.58.BC2,27052,29194,37941
CoV|P0C6U2.59.BC2,18949,20479,16641
CoV|P0C6U2.60.BC2,9858,10086,9030
CoV|P0C6U2.61.BC2,7335,10296,9194
CoV|P0C6U2.62.BC2,8285,14196,10262
CoV|P0C6U2.63.BC2,18679,17596,17604
CoV|P0C6U2.64.BC2,29526,23114,21280
CoV|P0C6U2.65.BC2,5572,9319,11883
CoV|P0C6U2.66.BC2,21746,25335,28996
CoV|P0C6U2.67.BC2,12771,12624,16507
CoV|P0C6U2.68.BC2,19188,21094,21980
CoV|P0C6U2.69.BC2,17253,14179,19800
CoV|P0C6U2.70.BC2,46995,34338,46596
CoV|P0C6U2.71.BC2,14269,23413,21931
CoV|P0C6U2.72.BC2,8970,9314,12404
CoV|P0C6U2.73.BC2,13207,14326,18085
CoV|P0C6U2.74.BC2,6508,9721,12505
CoV|P0C6U2.75.BC2,23147,18554,26957
CoV|P0C6U2.76.BC2,23291,22223,24586
CoV|P0C6U2.77.BC2,11236,19012,17020
CoV|P0C6U2.78.BC2,25109,21820,30064
CoV|P0C6U2.79.BC2,10862,12066,10820
CoV|P0C6U2.80.BC2,3974,9766,6579
CoV|P0C6U2.81.BC2,30750,28729,32004
CoV|P0C6U2.82.BC2,29110,36036,32317
CoV|P0C6U2.83.BC2,34621,38777,31168
CoV|P0C6U2.84.BC2,28228,26815,30860
CoV|P0C6U2.85.BC2,45976,53130,47576
CoV|P0C6U2.86.BC2,25909,27326,27828
CoV|P0C6U2.87.BC2,30194,28986,38625
CoV|P0C6U2.88.BC2,29347,29544,31437
CoV|P0C6U2.89.BC2,17582,22497,23067
CoV|P0C6U2.90.BC2,21123,17306,27293
CoV|P0C6U2.91.BC2,6850,5682,8447
CoV|P0C6U2.92.BC2,6631,10795,10786
CoV|P0C6U2.93.BC2,19974,18152,23226
CoV|P0C6U2.94.BC2,19507,25151,21406
CoV|P0C6U2.95.BC2,22177,17830,23708
CoV|P0C6U2.96.BC2,10348,13724,17331
CoV|P0C6U2.97.BC2,21129,30265,29713
CoV|P0C6U2.98.BC2,24912,21504,32276
CoV|P0C6U2.99.BC2,41552,54767,55553
CoV|P0C6U2.100.BC2,45524,41409,52122
CoV|P0C6U2.101.BC2,19893,19627,19992
CoV|P0C6U2.102.BC2,20508,24933,20776
CoV|P0C6U2.103.BC2,13768,19391,19429
CoV|P0C6U2.104.BC2,10430,14737,17966
CoV|P0C6U2.105.BC2,10296,15426,13846
CoV|P0C6U2.106.BC2,9604,11519,12119
CoV|P0C6U2.107.BC2,27054,18099,34807
CoV|P0C6U2.108.BC2,28389,23598,28316
CoV|P0C6U2.109.BC2,28084,22989,30397
CoV|P0C6U2.110.BC2,11931,5383,7179
CoV|P0C6U2.111.BC2,13781,18251,16209
CoV|P0C6U2.112.BC2,9754,15683,16258
CoV|P0C6U2.113.BC2,10607,13292,12532
CoV|P0C6U2.114.BC2,12708,11558,16088
CoV|P0C6U2.115.BC2,12756,10530,17393
CoV|P0C6U2.116.BC2,13973,15463,15896
CoV|P0C6U2.117.BC2,12781,23583,30199
CoV|P0C6U2.118.BC2,18978,24958,27614
CoV|P0C6U2.119.BC2,21152,33592,31728
CoV|P0C6U2.120.BC2,29778,22914,38203
CoV|P0C6U2.121.BC2,45786,41565,54047
CoV|P0C6U2.122.BC2,59232,56293,63584
CoV|P0C6U2.123.BC2,37220,39726,48396
CoV|P0C6U2.124.BC2,13282,24945,28086
CoV|P0C6U2.125.BC2,19882,20464,32555
CoV|P0C6U2.126.BC2,14772,16549,16809
CoV|P0C6U2.127.BC2,8738,10088,11097
CoV|P0C6U2.128.BC2,16033,18956,16821
CoV|P0C6U2.129.BC2,41920,37443,41648
CoV|P0C6U2.130.BC2,16638,18270,21517
CoV|P0C6U2.131.BC2,29695,24146,25945
CoV|P0C6U2.132.BC2,17928,20285,15886
CoV|P0C6U2.133.BC2,21036,18610,23276
CoV|P0C6U2.134.BC2,2190,3446,4012
CoV|P0C6U2.135.BC2,16545,21753,18614
CoV|P0C6U2.136.BC2,30097,41059,48802
CoV|P0C6U2.137.BC2,20885,19082,24243
CoV|P0C6U2.138.BC2,17881,25293,20438
CoV|P0C6U2.139.BC2,13066,16249,15299
CoV|P0C6U2.140.BC2,33100,34279,33001
CoV|P0C6U2.141.BC2,30037,19259,31195
CoV|P0C6U2.142.BC2,9657,10675,11475
CoV|P0C6U2.143.BC2,13750,15346,23084
CoV|P0C6U2.144.BC2,26519,35688,29994
CoV|P19739.0.BC2,29518,31277,37004
CoV|P19739.1.BC2,62914,60638,77886
CoV|P19739.2.BC2,64018,57730,87794
CoV|P19739.3.BC2,51108,38357,68008
CoV|P0C6X1.144.BC2,50966,51955,51740
CoV|P0C6X1.145.BC2,20824,17604,23399
CoV|P0C6X1.146.BC2,3367,4072,8087
CoV|P0C6X1.147.BC2,2978,2381,5654
CoV|P0C6X1.148.BC2,29350,25605,28955
CoV|P0C6X1.149.BC2,10816,12163,15261
CoV|P0C6X1.150.BC2,8061,11400,9995
CoV|P0C6X1.151.BC2,17486,15524,20647
CoV|P0C6X1.152.BC2,24575,34026,33885
CoV|P0C6X1.153.BC2,25345,24056,33602
CoV|P0C6X1.154.BC2,18607,15296,24419
CoV|P0C6X1.155.BC2,36358,37434,38231
CoV|P0C6X1.156.BC2,11134,13139,16116
CoV|P0C6X1.157.BC2,10014,9042,13982
CoV|P0C6X1.158.BC2,17443,17345,20773
CoV|P0C6X1.159.BC2,12781,16700,16347
CoV|P0C6X1.160.BC2,17772,15615,20263
CoV|P0C6X1.161.BC2,16835,14921,17161
CoV|P0C6X1.162.BC2,29706,27555,27580
CoV|P0C6X1.163.BC2,26997,24551,30783
CoV|P0C6X1.164.BC2,37729,33567,38946
CoV|P0C6X1.165.BC2,22272,29014,26376
CoV|P0C6X1.166.BC2,25023,22409,34647
CoV|P0C6X1.167.BC2,16367,21301,23460
CoV|P0C6X1.168.BC2,16820,15688,21610
CoV|P0C6X1.169.BC2,15627,13057,17847
CoV|P0C6X1.170.BC2,15919,16797,20694
CoV|P0C6X1.171.BC2,34371,34801,40778
CoV|P0C6X1.172.BC2,18954,14498,22152
CoV|P0C6X1.173.BC2,10434,10545,9243
CoV|P0C6X1.174.BC2,19666,25826,24606
CoV|P0C6X1.175.BC2,15411,13929,14359
CoV|P0C6X1.176.BC2,5578,7758,7539
CoV|P0C6X1.177.BC2,10114,11807,10696
CoV|P0C6X1.178.BC2,10998,23831,21073
CoV|P0C6X1.179.BC2,28430,18334,23742
CoV|P0C6X1.180.BC2,48632,54434,57220
CoV|P0C6X1.181.BC2,29820,33831,42997
