ref_id,TC_1,TC_2,TC_3
Vir3|85805,0,0,0
Vir3|85806,0,0,0
Vir3|85807,0,0,0
Vir3|85808,0,0,0
Vir3|85809,0,0,0
Vir3|85810,0,0,0
Vir3|85811,0,0,0
Vir3|85812,0,0,0
Vir3|85813,0,0,0
Vir3|85814,0,0,0
Vir3|85815,0,0,0
Vir3|85816,0,0,0
Vir3|85817,0,0,0
Vir3|85818,0,0,0
Vir3|85819,0,0,0
Vir3|85820,0,0,0
Vir3|85821,0,0,0
Vir3|85822,0,0,0
Vir3|85823,0,0,0
Vir3|85824,0,0,0
Vir3|85825,0,0,0
Vir3|85826,0,0,0
Vir3|85827,0,0,0
Vir3|85828,0,0,0
Vir3|85829,0,0,0
Vir3|85830,0,0,0
Vir3|85831,0,0,0
Vir3|85832,0,0,0
Vir3|85833,0,0,0
Vir3|85834,0,0,0
Vir3|85835,0,0,0
Vir3|85836,0,0,0
Vir3|85837,0,0,0
Vir3|85838,0,0,0
Vir3|85839,0,0,0
Vir3|85840,0,0,0
Vir3|85841,1,0,0
Vir3|85842,0,0,0
Vir3|85843,0,0,0
Vir3|85844,0,0,0
Vir3|85845,0,0,0
Vir3|85846,0,0,0
Vir3|85847,0,0,0
Vir3|85848,0,0,0
Vir3|85849,0,0,0
Vir3|85850,0,0,0
Vir3|85851,0,0,0
Vir3|85852,0,0,0
Vir3|85853,0,0,0
Vir3|85854,0,0,0
Vir3|85855,0,0,0
Vir3|85856,0,0,0
Vir3|85857,0,0,0
Vir3|85858,0,0,0
Vir3|85859,0,0,0
Vir3|85860,0,0,0
Vir3|85861,0,0,0
Vir3|85862,0,0,0
Vir3|85863,0,0,0
Vir3|85864,0,0,0
Vir3|85865,0,0,0
Vir3|85866,0,0,0
Vir3|85867,0,0,0
Vir3|85868,0,0,0
Vir3|85869,0,0,0
Vir3|85870,0,0,0
Vir3|85871,0,0,0
Vir3|85872,0,0,0
Vir3|85873,0,0,0
Vir3|85874,0,0,0
Vir3|85875,0,0,0
Vir3|85876,0,0,0
Vir3|85877,0,0,0
Vir3|85878,0,0,0
Vir3|85879,0,0,0
Vir3|85880,0,0,0
Vir3|85881,0,0,0
Vir3|85882,0,0,0
Vir3|85883,0,0,0
Vir3|85884,0,0,0
Vir3|85885,0,0,0
Vir3|85886,0,0,0
Vir3|85887,0,0,0
Vir3|85888,0,0,0
Vir3|85889,0,0,0
Vir3|85890,0,0,0
Vir3|85891,0,0,0
Vir3|85892,0,0,0
Vir3|85893,0,0,0
Vir3|85894,0,0,0
Vir3|85895,0,0,0
Vir3|85896,0,0,0
Vir3|85897,0,0,0
Vir3|85898,0,0,0
Vir3|85899,0,0,0
Vir3|85900,0,0,0
Vir3|85901,0,0,0
Vir3|85902,0,0,0
Vir3|85903,0,0,0
Vir3|85904,0,0,0
Vir3|85905,0,0,0
Vir3|85906,0,0,0
Vir3|85907,0,0,0
Vir3|85908,0,0,0
Vir3|85909,0,0,0
Vir3|85910,0,0,0
Vir3|85911,0,0,0
Vir3|85912,0,0,0
Vir3|85913,0,0,0
Vir3|85914,0,0,0
Vir3|85915,0,0,0
Vir3|85916,0,1,2
Vir3|85917,0,0,0
Vir3|85918,0,0,0
Vir3|85919,0,0,0
Vir3|85920,0,0,0
Vir3|85921,0,0,0
Vir3|85922,0,0,0
Vir3|85923,0,0,0
Vir3|85924,0,0,0
Vir3|85925,0,0,0
Vir3|85926,0,0,0
Vir3|85927,0,0,0
Vir3|85928,0,0,0
Vir3|85929,0,0,0
Vir3|85930,0,0,0
Vir3|85931,0,0,0
Vir3|85932,0,0,0
Vir3|85933,0,0,0
Vir3|85934,0,0,0
Vir3|85935,0,0,0
Vir3|85936,0,0,0
Vir3|85937,0,0,0
Vir3|85938,0,0,0
Vir3|85939,0,0,0
Vir3|85940,0,0,0
Vir3|85941,0,0,0
Vir3|85942,0,0,0
Vir3|85943,0,0,0
Vir3|85944,0,0,0
Vir3|85945,0,0,0
Vir3|85946,0,0,0
Vir3|85947,0,0,0
Vir3|85948,0,0,0
Vir3|85949,0,0,0
Vir3|85950,0,0,0
Vir3|85951,0,0,0
Vir3|85952,0,0,0
Vir3|85953,0,0,0
Vir3|85954,0,0,0
Vir3|85955,0,0,0
Vir3|85956,0,0,0
Vir3|85957,0,0,0
Vir3|85958,0,0,0
Vir3|85959,0,0,0
Vir3|85960,0,0,0
Vir3|85961,0,0,0
Vir3|85962,0,0,0
Vir3|85963,0,0,0
Vir3|85964,0,0,0
Vir3|85965,0,0,0
Vir3|85966,0,0,0
Vir3|85967,0,0,0
Vir3|85968,0,0,0
Vir3|85969,0,0,0
Vir3|85970,0,0,0
Vir3|85971,0,0,0
Vir3|85972,0,0,0
Vir3|85973,0,0,0
Vir3|85974,0,0,0
Vir3|85975,0,0,0
Vir3|85976,0,0,0
Vir3|85977,0,0,0
Vir3|85978,0,0,0
Vir3|85979,0,0,0
Vir3|85980,0,0,0
Vir3|85981,0,0,0
Vir3|85982,0,0,0
Vir3|85983,0,0,0
Vir3|85984,0,0,0
Vir3|85985,0,0,0
Vir3|85986,0,0,0
Vir3|85987,0,0,0
Vir3|85988,0,0,0
Vir3|85989,0,0,0
Vir3|85990,0,0,0
Vir3|85991,0,0,0
Vir3|85992,0,0,0
Vir3|85993,0,0,0
Vir3|85994,0,0,0
Vir3|85995,0,0,0
Vir3|85996,0,0,0
Vir3|85997,0,0,0
Vir3|85998,0,0,0
Vir3|85999,0,0,0
Vir3|86000,0,0,0
Vir3|86001,0,0,0
Vir3|86002,0,0,0
Vir3|86003,0,0,0
Vir3|86004,0,0,0
Vir3|86005,0,0,0
Vir3|86006,0,0,0
Vir3|86007,0,0,0
Vir3|86008,0,0,0
Vir3|86009,0,0,0
Vir3|86010,0,0,0
Vir3|86011,0,0,0
Vir3|86012,0,0,0
Vir3|86013,0,0,0
Vir3|86014,0,0,0
Vir3|86015,0,0,0
Vir3|86016,0,0,0
Vir3|86017,0,0,0
Vir3|86018,0,0,0
Vir3|86019,0,0,0
Vir3|86020,0,0,0
Vir3|86021,0,0,0
Vir3|86022,0,0,0
Vir3|86023,0,0,0
Vir3|86024,0,0,0
Vir3|86025,0,0,0
Vir3|86026,0,0,0
Vir3|86027,0,0,0
Vir3|86028,0,0,0
Vir3|86029,0,0,0
Vir3|86030,0,0,0
Vir3|86031,0,0,0
Vir3|86032,0,0,0
Vir3|86033,0,0,0
Vir3|86034,0,0,0
Vir3|86035,0,0,0
Vir3|86036,0,0,0
Vir3|86037,0,0,0
Vir3|86038,0,0,0
Vir3|86039,0,0,0
Vir3|86040,0,0,0
Vir3|86041,0,0,0
Vir3|86042,0,0,0
Vir3|86043,0,0,0
Vir3|86044,0,0,0
Vir3|86045,0,0,0
Vir3|86046,0,0,0
Vir3|86047,0,0,0
Vir3|86048,0,0,0
Vir3|86049,0,0,0
Vir3|86050,0,0,0
Vir3|86051,0,0,0
Vir3|86052,0,0,0
Vir3|86053,0,0,0
Vir3|86054,0,0,0
Vir3|86055,0,0,0
Vir3|86056,0,0,0
Vir3|86057,0,0,0
Vir3|86058,0,0,0
Vir3|86059,0,0,0
Vir3|86060,0,0,0
Vir3|86061,0,0,0
Vir3|86062,0,0,0
Vir3|86063,0,0,0
Vir3|86064,0,0,0
Vir3|86065,0,0,0
Vir3|86066,0,0,0
Vir3|86067,0,0,0
Vir3|86068,0,0,0
Vir3|86069,0,0,0
Vir3|86070,0,0,0
Vir3|86071,0,0,0
Vir3|86072,0,0,0
Vir3|86073,0,0,0
Vir3|86074,0,0,0
Vir3|86075,0,0,0
Vir3|86076,0,0,0
Vir3|86077,0,0,0
Vir3|86078,0,0,0
Vir3|86079,0,0,0
Vir3|86080,0,0,0
Vir3|86081,0,0,0
Vir3|86082,0,0,0
Vir3|86083,0,0,0
Vir3|86084,0,0,0
Vir3|86085,0,0,0
Vir3|86086,0,0,0
Vir3|86087,0,0,0
Vir3|86088,0,0,0
Vir3|86089,0,0,0
Vir3|86090,0,0,0
Vir3|86091,0,0,0
Vir3|86092,0,0,0
Vir3|86093,0,0,0
Vir3|86094,0,0,0
Vir3|86095,0,0,0
Vir3|86096,0,0,0
Vir3|86097,0,0,0
Vir3|86098,0,0,0
Vir3|86099,0,0,0
Vir3|86100,0,0,0
Vir3|86101,0,0,0
Vir3|86102,0,0,0
Vir3|86103,0,0,0
Vir3|86104,0,0,0
Vir3|86105,0,0,0
Vir3|86106,0,0,0
Vir3|86107,0,0,0
Vir3|86108,0,0,0
Vir3|86109,0,0,0
Vir3|86110,0,0,0
Vir3|86111,0,0,0
Vir3|86112,0,0,0
Vir3|86113,0,0,0
Vir3|86114,0,0,0
Vir3|86115,0,0,0
Vir3|86116,0,0,0
Vir3|86117,0,0,0
Vir3|86118,0,0,0
Vir3|86119,0,0,0
Vir3|86120,0,0,0
Vir3|86121,0,0,0
Vir3|86122,0,0,0
Vir3|86123,0,0,0
Vir3|86124,0,0,0
Vir3|86125,0,0,0
Vir3|86126,0,0,0
Vir3|86127,0,0,0
Vir3|86128,0,0,0
Vir3|86129,0,0,0
Vir3|86130,0,0,0
Vir3|86131,0,0,0
Vir3|86132,0,0,0
Vir3|86133,0,0,0
Vir3|86134,0,0,0
Vir3|86135,0,0,0
Vir3|86136,0,0,0
Vir3|86137,0,0,0
Vir3|86138,0,0,0
Vir3|86139,0,0,0
Vir3|86140,0,0,0
Vir3|86141,0,0,0
Vir3|86142,0,0,0
Vir3|86143,0,0,0
Vir3|86144,0,0,0
Vir3|86145,0,0,0
Vir3|86146,0,0,0
Vir3|86147,0,0,0
Vir3|86148,0,0,0
Vir3|86149,0,0,0
Vir3|86150,0,0,0
Vir3|86151,0,0,0
Vir3|86152,0,0,0
Vir3|86153,0,0,0
Vir3|86154,0,0,0
Vir3|86155,0,0,0
Vir3|86156,0,0,0
Vir3|86157,0,0,0
Vir3|86158,0,0,0
Vir3|86159,0,0,0
Vir3|86160,0,0,0
Vir3|86161,0,0,0
Vir3|86162,0,0,0
Vir3|86163,0,0,0
Vir3|86164,0,0,0
Vir3|86165,0,0,0
Vir3|86166,0,0,0
Vir3|86167,0,0,0
Vir3|86168,0,0,0
Vir3|86169,0,0,0
Vir3|86170,0,0,0
Vir3|86171,0,0,0
Vir3|86172,0,0,0
Vir3|86173,0,0,0
Vir3|86174,0,0,0
Vir3|86175,0,0,0
Vir3|86176,0,0,0
Vir3|86177,0,0,0
Vir3|86178,0,0,0
Vir3|86179,0,0,0
Vir3|86180,0,0,0
Vir3|86181,0,0,0
Vir3|86182,0,0,0
Vir3|86183,0,0,0
Vir3|86184,0,0,0
Vir3|86185,0,0,0
Vir3|86186,0,0,0
Vir3|86187,0,0,0
Vir3|86188,0,0,0
Vir3|86189,0,0,0
Vir3|86190,0,0,0
Vir3|86191,0,0,0
Vir3|86192,0,0,0
Vir3|86193,0,0,0
Vir3|86194,0,0,0
Vir3|86195,0,0,0
Vir3|86196,0,0,0
Vir3|86197,0,0,0
Vir3|86198,0,0,0
Vir3|86199,0,0,0
Vir3|86200,0,0,0
Vir3|86201,0,0,0
Vir3|86202,0,0,0
Vir3|86203,0,0,0
Vir3|86204,0,0,0
Vir3|86205,0,0,0
Vir3|86206,0,0,0
Vir3|86207,0,0,0
Vir3|86208,0,0,0
Vir3|86209,0,0,0
Vir3|86210,0,0,0
Vir3|86211,0,0,0
Vir3|86212,0,0,0
Vir3|86213,0,0,0
Vir3|86214,0,0,0
Vir3|86215,0,0,0
Vir3|86216,0,0,0
Vir3|86217,0,0,0
Vir3|86218,0,0,0
Vir3|86219,0,0,0
Vir3|86220,0,0,0
Vir3|86221,0,0,0
Vir3|86222,0,0,0
Vir3|86223,0,0,0
Vir3|86224,0,0,0
Vir3|86225,0,0,0
Vir3|86226,0,0,0
Vir3|86227,0,0,0
Vir3|86228,0,0,0
Vir3|86229,0,0,0
Vir3|86230,0,0,0
Vir3|86231,0,0,0
Vir3|86232,0,0,0
Vir3|86233,0,0,0
Vir3|86234,0,0,0
Vir3|86235,0,0,0
Vir3|86236,0,0,0
Vir3|86237,0,0,0
Vir3|86238,0,0,0
Vir3|86239,0,0,0
Vir3|86240,0,0,0
Vir3|86241,0,0,0
Vir3|86242,0,0,0
Vir3|86243,0,0,0
Vir3|86244,0,0,0
Vir3|86245,0,0,0
Vir3|86246,0,0,0
Vir3|86247,0,0,0
Vir3|86248,0,0,0
Vir3|86249,0,0,0
Vir3|86250,0,0,0
Vir3|86251,0,0,0
Vir3|86252,0,0,0
Vir3|86253,0,0,1
Vir3|86254,0,0,0
Vir3|86255,0,0,0
Vir3|86256,0,0,0
Vir3|86257,0,0,0
Vir3|86258,0,0,0
Vir3|86259,0,0,0
Vir3|86260,0,0,0
Vir3|86261,0,0,0
Vir3|86262,0,0,0
Vir3|86263,0,0,0
Vir3|86264,0,0,0
Vir3|86265,0,0,0
Vir3|86266,0,0,1
Vir3|86267,0,0,0
Vir3|86268,0,0,0
Vir3|86269,0,0,0
Vir3|86270,0,0,0
Vir3|86271,0,0,0
Vir3|86272,0,0,0
Vir3|86273,0,0,0
Vir3|86274,0,0,0
Vir3|86275,0,0,0
Vir3|86276,0,0,0
Vir3|86277,0,0,0
Vir3|86278,0,0,0
Vir3|86279,0,0,0
Vir3|86280,0,0,0
Vir3|86281,0,0,0
Vir3|86282,0,0,0
Vir3|86283,0,0,0
Vir3|86284,0,0,0
Vir3|86285,0,0,0
Vir3|86286,0,0,0
Vir3|86287,0,0,0
Vir3|86288,0,0,0
Vir3|86289,0,0,0
Vir3|86290,0,0,0
Vir3|86291,0,0,0
Vir3|86292,0,0,0
Vir3|86293,0,0,0
Vir3|86294,0,0,0
Vir3|86295,0,0,0
Vir3|86296,0,0,0
Vir3|86297,0,0,0
Vir3|86298,0,0,0
Vir3|86299,0,0,0
Vir3|86300,0,0,0
Vir3|86301,0,0,0
Vir3|86302,0,0,0
Vir3|86303,0,0,0
Vir3|86304,0,0,0
Vir3|86305,0,0,0
Vir3|86306,0,0,0
Vir3|86307,0,0,0
Vir3|86308,0,0,0
Vir3|86309,0,0,0
Vir3|86310,0,0,0
Vir3|86311,0,0,0
Vir3|86312,0,0,0
Vir3|86313,0,0,0
Vir3|86314,0,0,0
Vir3|86315,0,0,0
Vir3|86316,0,0,0
Vir3|86317,0,0,0
Vir3|86318,0,0,0
Vir3|86319,0,0,0
Vir3|86320,0,0,0
Vir3|86321,0,0,0
Vir3|86322,0,0,0
Vir3|86323,0,0,0
Vir3|86324,0,0,0
Vir3|86325,0,0,0
Vir3|86326,0,0,0
Vir3|86327,0,0,0
Vir3|86328,0,0,0
Vir3|86329,0,0,0
Vir3|86330,0,0,0
Vir3|86331,0,0,0
Vir3|86332,0,0,0
Vir3|86333,0,0,0
Vir3|86334,0,0,0
Vir3|86335,0,0,0
Vir3|86336,0,0,0
Vir3|86337,0,0,0
Vir3|86338,0,0,0
Vir3|86339,0,0,0
Vir3|86340,0,0,0
Vir3|86341,0,0,0
Vir3|86342,0,0,0
Vir3|86343,0,0,0
Vir3|86344,0,0,0
Vir3|86345,0,0,0
Vir3|86346,0,0,2
Vir3|86347,0,0,0
Vir3|86348,0,0,0
Vir3|86349,0,0,0
Vir3|86350,0,0,0
Vir3|86351,0,0,0
Vir3|86352,0,0,0
Vir3|86353,0,0,0
Vir3|86354,0,0,0
Vir3|86355,0,0,0
Vir3|86356,0,0,0
Vir3|86357,0,0,0
Vir3|86358,0,0,0
Vir3|86359,0,0,0
Vir3|86360,0,0,0
Vir3|86361,0,0,0
Vir3|86362,0,0,0
Vir3|86363,0,0,0
Vir3|86364,0,0,0
Vir3|86365,0,0,0
Vir3|86366,0,0,0
Vir3|86367,0,0,0
Vir3|86368,0,0,0
Vir3|86369,0,0,0
Vir3|86370,0,0,0
Vir3|86371,0,0,0
Vir3|86372,0,0,0
Vir3|86373,0,0,0
Vir3|86374,0,0,0
Vir3|86375,0,0,0
Vir3|86376,0,0,0
Vir3|86377,0,0,0
Vir3|86378,0,0,0
Vir3|86379,0,0,0
Vir3|86380,0,0,0
Vir3|86381,0,0,0
Vir3|86382,0,0,0
Vir3|86383,0,0,0
Vir3|86384,0,0,0
Vir3|86385,0,0,0
Vir3|86386,0,0,0
Vir3|86387,0,0,0
Vir3|86388,0,0,0
Vir3|86389,0,0,0
Vir3|86390,0,0,0
Vir3|86391,0,0,0
Vir3|86392,0,0,0
Vir3|86393,0,0,0
Vir3|86394,0,0,0
Vir3|86395,0,0,0
Vir3|86396,0,0,0
Vir3|86397,0,0,0
Vir3|86398,0,0,0
Vir3|86399,0,0,0
Vir3|86400,0,0,0
Vir3|86401,0,0,0
Vir3|86402,0,0,0
Vir3|86403,0,0,0
Vir3|86404,0,0,0
Vir3|86405,0,0,0
Vir3|86406,0,0,0
Vir3|86407,0,0,0
Vir3|86408,0,0,0
Vir3|86409,0,0,0
Vir3|86410,0,0,0
Vir3|86411,0,0,0
Vir3|86412,0,0,0
Vir3|86413,0,0,0
Vir3|86414,0,0,0
Vir3|86415,0,0,0
Vir3|86416,0,0,0
Vir3|86417,0,0,0
Vir3|86418,0,0,0
Vir3|86419,0,0,0
Vir3|86420,0,0,0
Vir3|86421,0,0,0
Vir3|86422,0,0,0
Vir3|86423,0,0,0
Vir3|86424,0,0,0
Vir3|86425,0,0,0
Vir3|86426,0,0,0
Vir3|86427,0,0,0
Vir3|86428,0,0,0
Vir3|86429,0,0,0
Vir3|86430,0,0,0
Vir3|86431,0,0,0
Vir3|86432,0,0,0
Vir3|86433,0,0,0
Vir3|86434,0,0,0
Vir3|86435,0,0,0
Vir3|86436,0,0,0
Vir3|86437,0,0,0
Vir3|86438,0,0,0
Vir3|86439,0,0,0
Vir3|86440,0,0,0
Vir3|86441,0,0,0
Vir3|86442,0,0,0
Vir3|86443,0,0,0
Vir3|86444,0,0,0
Vir3|86445,0,0,0
Vir3|86446,0,0,0
Vir3|86447,0,0,0
Vir3|86448,0,0,0
Vir3|86449,0,0,0
Vir3|86450,0,0,0
Vir3|86451,0,0,0
Vir3|86452,0,0,0
Vir3|86453,0,0,0
Vir3|86454,0,0,0
Vir3|86455,0,0,0
Vir3|86456,0,0,0
Vir3|86457,0,0,0
Vir3|86458,0,0,0
Vir3|86459,0,0,0
Vir3|86460,0,0,0
Vir3|86461,0,0,0
Vir3|86462,0,0,0
Vir3|86463,0,0,0
Vir3|86464,0,0,0
Vir3|86465,0,0,0
Vir3|86466,0,0,0
Vir3|86467,0,0,0
Vir3|86468,0,0,0
Vir3|86469,0,0,0
Vir3|86470,0,0,0
Vir3|86471,0,0,0
Vir3|86472,0,0,0
Vir3|86473,0,0,0
Vir3|86474,0,0,0
Vir3|86475,0,0,0
Vir3|86476,0,0,0
Vir3|86477,0,0,0
Vir3|86478,0,0,0
Vir3|86479,0,0,0
Vir3|86480,0,0,0
Vir3|86481,0,0,0
Vir3|86482,0,0,0
Vir3|86483,0,0,0
Vir3|86484,0,0,0
Vir3|86485,0,0,0
Vir3|86486,0,0,0
Vir3|86487,0,0,0
Vir3|86488,0,0,0
Vir3|86489,0,0,0
Vir3|86490,0,0,0
Vir3|86491,0,0,0
Vir3|86492,0,0,0
Vir3|86493,0,0,0
Vir3|86494,0,0,0
Vir3|86495,0,0,0
Vir3|86496,0,0,0
Vir3|86497,0,0,0
Vir3|86498,0,0,0
Vir3|86499,0,0,0
Vir3|86500,0,0,0
Vir3|86501,0,0,0
Vir3|86502,0,0,0
Vir3|86503,0,0,0
Vir3|86504,0,0,0
Vir3|86505,0,0,0
Vir3|86506,0,0,0
Vir3|86507,0,0,0
Vir3|86508,0,0,0
Vir3|86509,0,0,0
Vir3|86510,0,0,0
Vir3|86511,0,0,0
Vir3|86512,0,0,0
Vir3|86513,0,0,0
Vir3|86514,0,0,0
Vir3|86515,0,0,0
Vir3|86516,0,0,0
Vir3|86517,0,0,0
Vir3|86518,0,0,0
Vir3|86519,0,0,0
Vir3|86520,0,0,0
Vir3|86521,0,0,0
Vir3|86522,0,0,0
Vir3|86523,0,0,0
Vir3|86524,0,0,0
Vir3|86525,0,0,0
Vir3|86526,0,0,0
Vir3|86527,0,0,0
Vir3|86528,0,0,0
Vir3|86529,0,0,0
Vir3|86530,0,0,0
Vir3|86531,0,0,0
Vir3|86532,0,0,0
Vir3|86533,0,0,0
Vir3|86534,0,0,0
Vir3|86535,0,0,0
Vir3|86536,0,0,0
Vir3|86537,0,0,0
Vir3|86538,0,0,0
Vir3|86539,0,0,0
Vir3|86540,0,0,0
Vir3|86541,0,0,0
Vir3|86542,0,0,0
Vir3|86543,0,0,0
Vir3|86544,0,0,0
Vir3|86545,0,0,0
Vir3|86546,0,0,0
Vir3|86547,0,0,0
Vir3|86548,0,0,0
Vir3|86549,0,0,0
Vir3|86550,0,0,0
Vir3|86551,0,0,0
Vir3|86552,0,0,0
Vir3|86553,0,0,0
Vir3|86554,0,0,0
Vir3|86555,0,0,0
Vir3|86556,0,0,0
Vir3|86557,0,0,0
Vir3|86558,0,0,0
Vir3|86559,0,0,0
Vir3|86560,0,0,0
Vir3|86561,0,0,0
Vir3|86562,0,0,0
Vir3|86563,0,0,0
Vir3|86564,0,0,0
Vir3|86565,0,0,0
Vir3|86566,0,0,0
Vir3|86567,0,0,0
Vir3|86568,0,0,0
Vir3|86569,0,0,0
Vir3|86570,0,0,0
Vir3|86571,0,0,0
Vir3|86572,0,0,0
Vir3|86573,0,0,0
Vir3|86574,0,0,0
Vir3|86575,0,0,0
Vir3|86576,0,0,0
Vir3|86577,0,0,0
Vir3|86578,0,0,0
Vir3|86579,0,0,0
Vir3|86580,0,0,0
Vir3|86581,0,0,0
Vir3|86582,0,0,0
Vir3|86583,0,0,0
Vir3|86584,0,0,0
Vir3|86585,0,0,0
Vir3|86586,0,0,0
Vir3|86587,0,0,0
Vir3|86588,0,0,0
Vir3|86589,0,0,0
Vir3|86590,0,0,0
Vir3|86591,1,0,0
Vir3|86592,0,0,0
Vir3|86593,0,0,0
Vir3|86594,0,0,0
Vir3|86595,0,0,0
Vir3|86596,0,0,0
Vir3|86597,0,0,0
Vir3|86598,0,0,0
Vir3|86599,0,0,0
Vir3|86600,0,0,0
Vir3|86601,0,0,0
Vir3|86602,0,0,0
Vir3|86603,0,0,0
Vir3|86604,0,0,0
Vir3|86605,0,0,0
Vir3|86606,0,0,0
Vir3|86607,0,0,0
Vir3|86608,0,0,0
Vir3|86609,0,0,0
Vir3|86610,0,0,0
Vir3|86611,0,0,0
Vir3|86612,0,0,0
Vir3|86613,0,0,0
Vir3|86614,0,0,0
Vir3|86615,0,0,0
Vir3|86616,0,0,0
Vir3|86617,0,0,0
Vir3|86618,0,0,0
Vir3|86619,0,0,0
Vir3|86620,0,0,0
Vir3|86621,0,0,0
Vir3|86622,0,0,0
Vir3|86623,0,0,0
Vir3|86624,0,0,0
Vir3|86625,0,0,0
Vir3|86626,0,0,0
Vir3|86627,0,0,0
Vir3|86628,0,0,0
Vir3|86629,0,0,0
Vir3|86630,0,0,0
Vir3|86631,0,0,0
Vir3|86632,0,0,0
Vir3|86633,0,0,0
Vir3|86634,0,0,0
Vir3|86635,0,0,0
Vir3|86636,0,0,0
Vir3|86637,0,0,0
Vir3|86638,0,0,0
Vir3|86639,0,0,0
Vir3|86640,0,0,0
Vir3|86641,0,0,0
Vir3|86642,0,0,0
Vir3|86643,0,0,0
Vir3|86644,0,0,0
Vir3|86645,0,0,0
Vir3|86646,0,0,0
Vir3|86647,0,0,0
Vir3|86648,0,0,0
Vir3|86649,0,1,0
Vir3|86650,0,0,0
Vir3|86651,0,0,0
Vir3|86652,0,0,0
Vir3|86653,0,0,0
Vir3|86654,0,0,0
Vir3|86655,0,0,0
Vir3|86656,0,0,0
Vir3|86657,0,0,0
Vir3|86658,0,0,0
Vir3|86659,0,0,0
Vir3|86660,0,0,0
Vir3|86661,0,0,0
Vir3|86662,0,0,0
Vir3|86663,0,0,0
Vir3|86664,0,0,0
Vir3|86665,0,0,0
Vir3|86666,0,0,0
Vir3|86667,0,0,0
Vir3|86668,0,0,0
Vir3|86669,0,0,0
Vir3|86670,0,0,0
Vir3|86671,0,0,0
Vir3|86672,0,0,0
Vir3|86673,0,0,0
Vir3|86674,0,0,0
Vir3|86675,0,0,0
Vir3|86676,0,0,0
Vir3|86677,0,0,0
Vir3|86678,0,0,0
Vir3|86679,0,0,0
Vir3|86680,0,0,0
Vir3|86681,0,0,0
Vir3|86682,0,0,0
Vir3|86683,0,0,0
Vir3|86684,0,0,0
Vir3|86685,0,0,0
Vir3|86686,0,0,0
Vir3|86687,0,0,0
Vir3|86688,0,0,0
Vir3|86689,0,0,0
Vir3|86690,0,0,0
Vir3|86691,0,0,0
Vir3|86692,0,0,0
Vir3|86693,0,0,0
Vir3|86694,0,0,0
Vir3|86695,0,0,0
Vir3|86696,0,0,0
Vir3|86697,0,0,0
Vir3|86698,0,0,0
Vir3|86699,0,0,0
Vir3|86700,0,0,0
Vir3|86701,0,0,0
Vir3|86702,0,0,0
Vir3|86703,0,0,0
Vir3|86704,0,0,0
Vir3|86705,0,0,0
Vir3|86706,0,0,0
Vir3|86707,0,0,0
Vir3|86708,0,0,0
Vir3|86709,0,0,0
Vir3|86710,0,0,0
Vir3|86711,0,0,0
Vir3|86712,0,0,0
Vir3|86713,0,0,0
Vir3|86714,0,0,0
Vir3|86715,0,0,0
Vir3|86716,0,0,0
Vir3|86717,0,0,0
Vir3|86718,0,0,0
Vir3|86719,0,0,0
Vir3|86720,0,0,0
Vir3|86721,0,0,0
Vir3|86722,0,0,0
Vir3|86723,0,0,0
Vir3|86724,0,0,0
Vir3|86725,0,0,0
Vir3|86726,0,0,0
Vir3|86727,0,0,0
Vir3|86728,0,0,0
Vir3|86729,0,0,0
Vir3|86730,0,0,0
Vir3|86731,0,0,0
Vir3|86732,0,0,0
Vir3|86733,0,0,0
Vir3|86734,0,0,0
Vir3|86735,0,0,0
Vir3|86736,0,0,0
Vir3|86737,0,0,0
Vir3|86738,0,0,0
Vir3|86739,0,0,0
Vir3|86740,0,0,0
Vir3|86741,0,0,0
Vir3|86742,0,0,0
Vir3|86743,0,0,0
Vir3|86744,0,0,0
Vir3|86745,0,0,0
Vir3|86746,0,0,0
Vir3|86747,0,0,0
Vir3|86748,0,0,0
Vir3|86749,0,0,0
Vir3|86750,0,0,0
Vir3|86751,0,0,0
Vir3|86752,0,0,0
Vir3|86753,0,0,0
Vir3|86754,0,0,0
Vir3|86755,0,0,0
Vir3|86756,0,0,0
Vir3|86757,0,0,0
Vir3|86758,0,0,0
Vir3|86759,0,0,0
Vir3|86760,0,0,0
Vir3|86761,0,0,0
Vir3|86762,0,0,0
Vir3|86763,0,0,0
Vir3|86764,0,0,0
Vir3|86765,0,0,0
Vir3|86766,0,0,0
Vir3|86767,0,0,0
Vir3|86768,0,0,0
Vir3|86769,0,0,0
Vir3|86770,0,0,0
Vir3|86771,0,0,0
Vir3|86772,0,0,0
Vir3|86773,0,0,0
Vir3|86774,0,0,0
Vir3|86775,0,0,0
Vir3|86776,0,0,0
Vir3|86777,0,0,0
Vir3|86778,0,0,0
Vir3|86779,0,0,0
Vir3|86780,0,0,0
Vir3|86781,0,0,0
Vir3|86782,0,0,0
Vir3|86783,0,0,0
Vir3|86784,0,0,0
Vir3|86785,0,0,0
Vir3|86786,0,0,0
Vir3|86787,0,0,0
Vir3|86788,0,0,0
Vir3|86789,0,0,0
Vir3|86790,0,0,0
Vir3|86791,0,0,0
Vir3|86792,0,0,0
Vir3|86793,0,0,0
Vir3|86794,0,0,0
Vir3|86795,0,0,0
Vir3|86796,0,0,0
Vir3|86797,0,0,0
Vir3|86798,0,0,0
Vir3|86799,0,0,0
Vir3|86800,0,0,0
Vir3|86801,0,0,0
Vir3|86802,0,0,0
