CoV|H9EJ42.36.BC2	33485
CoV|H9EJ42.37.BC1	7766
CoV|H9EJ42.37.BC2	6498
CoV|H9EJ42.38.BC1	8848
CoV|H9EJ42.38.BC2	21070
CoV|H9EJ42.39.BC1	11358
CoV|H9EJ42.39.BC2	4843
CoV|H9EJ42.4.BC1	35634
CoV|H9EJ42.4.BC2	28352
CoV|H9EJ42.40.BC1	7640
CoV|H9EJ42.40.BC2	15311
CoV|H9EJ42.41.BC1	34157
CoV|H9EJ42.41.BC2	3697
CoV|H9EJ42.42.BC1	27211
CoV|H9EJ42.42.BC2	33378
CoV|H9EJ42.43.BC1	21387
CoV|H9EJ42.43.BC2	152
CoV|H9EJ42.44.BC1	17940
CoV|H9EJ42.44.BC2	29865
CoV|H9EJ42.45.BC1	34838
CoV|H9EJ42.45.BC2	13317
CoV|H9EJ42.46.BC1	18465
CoV|H9EJ42.46.BC2	49651
CoV|H9EJ42.47.BC1	17292
CoV|H9EJ42.47.BC2	35053
CoV|H9EJ42.48.BC1	9131
CoV|H9EJ42.48.BC2	22905
CoV|H9EJ42.49.BC1	10503
CoV|H9EJ42.49.BC2	11041
CoV|H9EJ42.5.BC1	19909
CoV|H9EJ42.5.BC2	23528
CoV|H9EJ42.50.BC1	30409
CoV|H9EJ42.50.BC2	19184
CoV|H9EJ42.51.BC1	12737
CoV|H9EJ42.51.BC2	19878
CoV|H9EJ42.52.BC1	6966
CoV|H9EJ42.52.BC2	5955
CoV|H9EJ42.53.BC1	12158
CoV|H9EJ42.53.BC2	6405
CoV|H9EJ42.54.BC1	14518
CoV|H9EJ42.54.BC2	18449
CoV|H9EJ42.55.BC1	7009
CoV|H9EJ42.55.BC2	4746
CoV|H9EJ42.56.BC1	39500
CoV|H9EJ42.56.BC2	63418
CoV|H9EJ42.57.BC1	17630
CoV|H9EJ42.57.BC2	33095
CoV|H9EJ42.58.BC1	11649
CoV|H9EJ42.58.BC2	10067
CoV|H9EJ42.59.BC1	13038
CoV|H9EJ42.59.BC2	8528
CoV|H9EJ42.6.BC1	22674
CoV|H9EJ42.6.BC2	25326
CoV|H9EJ42.60.BC1	3787
CoV|H9EJ42.60.BC2	15208
CoV|H9EJ42.61.BC1	6139
CoV|H9EJ42.61.BC2	7592
CoV|H9EJ42.62.BC1	31744
CoV|H9EJ42.62.BC2	12091
CoV|H9EJ42.63.BC1	44213
CoV|H9EJ42.63.BC2	16879
CoV|H9EJ42.64.BC1	10866
CoV|H9EJ42.64.BC2	22717
CoV|H9EJ42.65.BC1	28448
CoV|H9EJ42.65.BC2	22380
CoV|H9EJ42.66.BC1	4282
CoV|H9EJ42.66.BC2	8870
CoV|H9EJ42.67.BC1	30133
CoV|H9EJ42.67.BC2	42291
CoV|H9EJ42.68.BC1	12876
CoV|H9EJ42.68.BC2	28445
CoV|H9EJ42.69.BC1	20459
CoV|H9EJ42.69.BC2	60451
CoV|H9EJ42.7.BC1	11365
CoV|H9EJ42.7.BC2	10918
CoV|H9EJ42.70.BC1	34283
CoV|H9EJ42.70.BC2	41634
CoV|H9EJ42.71.BC1	20779
CoV|H9EJ42.71.BC2	20113
CoV|H9EJ42.72.BC1	25124
CoV|H9EJ42.72.BC2	20761
CoV|H9EJ42.73.BC1	2843
CoV|H9EJ42.73.BC2	1297
CoV|H9EJ42.74.BC1	18497
CoV|H9EJ42.74.BC2	37150
CoV|H9EJ42.75.BC1	18863
CoV|H9EJ42.75.BC2	28484
CoV|H9EJ42.76.BC1	31309
CoV|H9EJ42.76.BC2	37964
CoV|H9EJ42.77.BC1	32764
CoV|H9EJ42.77.BC2	34935
CoV|H9EJ42.78.BC1	34901
CoV|H9EJ42.78.BC2	25276
CoV|H9EJ42.79.BC1	18551
CoV|H9EJ42.79.BC2	18156
CoV|H9EJ42.8.BC1	19209
CoV|H9EJ42.8.BC2	23130
CoV|H9EJ42.80.BC1	14473
CoV|H9EJ42.80.BC2	7076
CoV|H9EJ42.81.BC1	11533
CoV|H9EJ42.81.BC2	16137
CoV|H9EJ42.82.BC1	37188
CoV|H9EJ42.82.BC2	17022
CoV|H9EJ42.83.BC1	28934
CoV|H9EJ42.83.BC2	29944
CoV|H9EJ42.84.BC1	7475
CoV|H9EJ42.84.BC2	17362
CoV|H9EJ42.85.BC1	29989
CoV|H9EJ42.85.BC2	14761
CoV|H9EJ42.86.BC1	16702
CoV|H9EJ42.86.BC2	30907
CoV|H9EJ42.87.BC1	29956
CoV|H9EJ42.87.BC2	41644
CoV|H9EJ42.88.BC1	36324
CoV|H9EJ42.88.BC2	21047
CoV|H9EJ42.89.BC1	31432
CoV|H9EJ42.89.BC2	15327
CoV|H9EJ42.9.BC1	32274
CoV|H9EJ42.9.BC2	13336
CoV|H9EJ42.90.BC1	7903
CoV|H9EJ42.90.BC2	11954
CoV|H9EJ42.91.BC1	11336
CoV|H9EJ42.91.BC2	10069
CoV|H9EJ42.92.BC1	33791
CoV|H9EJ42.92.BC2	39612
CoV|H9EJ42.93.BC1	39750
CoV|H9EJ42.93.BC2	16069
CoV|H9EJ42.94.BC1	15641
CoV|H9EJ42.94.BC2	24134
CoV|H9EJ42.95.BC1	12051
CoV|H9EJ42.95.BC2	21893
CoV|H9EJ42.96.BC1	15937
CoV|H9EJ42.96.BC2	30410
CoV|H9EJ42.97.BC1	18655
CoV|H9EJ42.97.BC2	32719
CoV|H9EJ42.98.BC1	11725
CoV|H9EJ42.98.BC2	25822
CoV|H9EJ42.99.BC1	25416
CoV|H9EJ42.99.BC2	41090
CoV|H9EJ43.143.BC1	42499
CoV|H9EJ43.143.BC2	9333
CoV|H9EJ43.144.BC1	45343
CoV|H9EJ43.144.BC2	56623
CoV|H9EJ44.0.BC1	20127
CoV|H9EJ44.0.BC2	38561
CoV|H9EJ44.1.BC1	16308
CoV|H9EJ44.1.BC2	9926
CoV|H9EJ44.10.BC1	17758
CoV|H9EJ44.10.BC2	20460
CoV|H9EJ44.11.BC1	1193
CoV|H9EJ44.11.BC2	13648
CoV|H9EJ44.12.BC1	10413
CoV|H9EJ44.12.BC2	18618
CoV|H9EJ44.13.BC1	9283
CoV|H9EJ44.13.BC2	4931
CoV|H9EJ44.14.BC1	552
CoV|H9EJ44.14.BC2	1754
CoV|H9EJ44.15.BC1	27800
CoV|H9EJ44.15.BC2	14639
CoV|H9EJ44.16.BC1	31468
CoV|H9EJ44.16.BC2	11677
CoV|H9EJ44.17.BC1	20952
CoV|H9EJ44.17.BC2	11835
CoV|H9EJ44.18.BC1	3118
CoV|H9EJ44.18.BC2	17124
CoV|H9EJ44.19.BC1	19796
CoV|H9EJ44.19.BC2	27509
CoV|H9EJ44.2.BC1	797
CoV|H9EJ44.2.BC2	11593
CoV|H9EJ44.20.BC1	7538
CoV|H9EJ44.20.BC2	1925
CoV|H9EJ44.21.BC1	22310
CoV|H9EJ44.21.BC2	7476
CoV|H9EJ44.22.BC1	8267
CoV|H9EJ44.22.BC2	16107
CoV|H9EJ44.23.BC1	25047
CoV|H9EJ44.23.BC2	17581
CoV|H9EJ44.24.BC1	6288
CoV|H9EJ44.24.BC2	19972
CoV|H9EJ44.25.BC1	35454
CoV|H9EJ44.25.BC2	14685
CoV|H9EJ44.26.BC1	11738
CoV|H9EJ44.26.BC2	1282
CoV|H9EJ44.27.BC1	13782
CoV|H9EJ44.27.BC2	7161
CoV|H9EJ44.28.BC1	30975
CoV|H9EJ44.28.BC2	38553
CoV|H9EJ44.29.BC1	55454
CoV|H9EJ44.29.BC2	47638
CoV|H9EJ44.3.BC1	5625
CoV|H9EJ44.3.BC2	7834
CoV|H9EJ44.30.BC1	43320
CoV|H9EJ44.30.BC2	17956
CoV|H9EJ44.31.BC1	32899
CoV|H9EJ44.31.BC2	59828
CoV|H9EJ44.32.BC1	33932
CoV|H9EJ44.32.BC2	41760
CoV|H9EJ44.33.BC1	12602
CoV|H9EJ44.33.BC2	12082
CoV|H9EJ44.34.BC1	25603
CoV|H9EJ44.34.BC2	15623
CoV|H9EJ44.35.BC1	3895
CoV|H9EJ44.35.BC2	10940
CoV|H9EJ44.36.BC1	25023
CoV|H9EJ44.36.BC2	22445
CoV|H9EJ44.37.BC1	30024
CoV|H9EJ44.37.BC2	4886
CoV|H9EJ44.38.BC1	41095
CoV|H9EJ44.38.BC2	25002
CoV|H9EJ44.39.BC1	9272
CoV|H9EJ44.39.BC2	6082
CoV|H9EJ44.4.BC1	11573
CoV|H9EJ44.4.BC2	17980
CoV|H9EJ44.40.BC1	6036
CoV|H9EJ44.40.BC2	24803
CoV|H9EJ44.41.BC1	14162
CoV|H9EJ44.41.BC2	26719
CoV|H9EJ44.42.BC1	10336
CoV|H9EJ44.42.BC2	3775
CoV|H9EJ44.43.BC1	38143
CoV|H9EJ44.43.BC2	26805
CoV|H9EJ44.44.BC1	6406
CoV|H9EJ44.44.BC2	5438
CoV|H9EJ44.45.BC1	12239
CoV|H9EJ44.45.BC2	17913
CoV|H9EJ44.46.BC1	34274
CoV|H9EJ44.46.BC2	32136
CoV|H9EJ44.47.BC1	29682
CoV|H9EJ44.47.BC2	22420
CoV|H9EJ44.5.BC1	22303
CoV|H9EJ44.5.BC2	8407
CoV|H9EJ44.6.BC1	6990
CoV|H9EJ44.6.BC2	5765
CoV|H9EJ44.7.BC1	24152
CoV|H9EJ44.7.BC2	25270
CoV|H9EJ44.8.BC1	54065
CoV|H9EJ44.8.BC2	25977
CoV|H9EJ44.9.BC1	18665
